Name,BSE Code,NSE Code,Industry,Current Price,Promoter holding,Sales,Current ratio,Debt to equity,Price to book value,Return on capital employed,Return on equity,Price to Earning,Dividend yield,Market Capitalization,Cash end of last year,High price all time,Dividend Payout
Goldiam Intl.,526729,GOLDIAM,Diamond Cutting / Jewellery,960.70,66.27,524.04,3.23,0.05,4.58,18.06,11.65,22.46,0.83,2129.04,91.60,1075.00,29.07
Goldline Intl.,538180,,Finance & Investments,0.48,6.36,0.79,6.75,0.01,0.47,0.09,0.09,357.17,0.00,25.00,0.08,59.80,0.00
Goldstar Power,535018,GOLDSTAR,Electric Equipment,23.10,72.91,42.06,7.55,0.59,1.25,3.78,0.41,308.88,0.00,24.71,2.66,43.00,0.00
Goldstone Tech.,531439,GOLDTECH,Computers - Software - Medium / Small,41.20,18.82,53.20,4.85,0.00,1.76,0.28,-1.29,,0.00,76.62,2.03,272.80,0.00
Golech.Glob.Fin.,531360,,Finance & Investments,7.91,46.57,0.90,0.43,0.00,0.48,4.59,3.47,13.17,0.00,4.35,0.02,21.10,0.00
Golkonda Alumin.,513309,,Aluminium and Aluminium Products,24.25,48.39,0.90,7.88,0.00,2.03,30.98,30.98,7.98,0.00,12.78,0.20,72.00,0.00
Golkunda Diamond,523676,,Diamond Cutting / Jewellery,77.15,73.36,224.80,5.43,1.08,1.76,8.70,9.15,13.00,1.56,53.70,6.56,87.10,31.23
Goodluck India,530655,GOODLUCK,Steel - Medium / Small,303.30,61.55,1891.50,5.26,1.39,2.06,10.72,8.28,18.71,0.49,792.09,10.48,332.65,0.00
Goodricke Group,500166,GOODRICKE,Tea,267.85,74.00,923.07,1.64,0.26,1.81,8.58,6.30,46.70,1.12,578.56,17.63,545.00,33.18
Goodyear India,500168,GOODYEAR,Tyres,1065.85,74.00,2098.93,2.00,0.02,2.93,20.91,15.53,14.66,9.19,2457.51,596.56,1331.85,165.93
Gopal Iron Stl.,531913,,Steel - Medium / Small,7.91,54.34,0.00,1.75,0.57,4.37,-18.68,-88.00,,0.00,3.89,0.00,21.75,0.00
Gopala Polyplast,526717,,Packaging,1008.50,92.83,26.46,1.44,1.45,39.24,-18.08,,105.42,0.00,1032.08,0.24,1008.50,0.00
Gorani Industrie,531608,,Domestic Appliances,25.85,58.48,19.22,2.96,0.49,2.18,12.25,12.12,17.03,0.00,12.60,0.86,65.00,0.00
Gothi Plascon,531111,,Construction,24.80,73.39,3.76,23.13,0.00,2.17,19.09,14.25,14.71,4.03,25.29,0.13,34.95,62.96
Gowra Leasing,530709,,Finance & Investments,23.50,60.54,1.47,6.69,0.01,0.53,5.62,4.49,9.53,4.26,7.05,0.06,32.40,40.54
Goyal Associates,530663,,Finance & Investments,4.17,10.65,2.06,1.90,1.29,7.86,3.19,2.03,88.96,0.00,19.57,0.65,8.65,0.00
GP Petroleums,532543,GULFPETRO,Chemicals,54.15,72.99,686.23,7.77,0.51,1.18,8.06,7.75,18.40,0.00,276.57,14.67,103.90,0.00
GPT Infraproject,533761,GPTINFRA,Construction,90.90,75.00,647.65,2.81,1.10,1.10,14.42,8.71,11.47,2.75,264.54,20.68,248.00,35.95
Grand Foundry,513343,GFSTEELS,Steel - Medium / Small,4.74,70.12,1.07,0.38,,,,,,0.00,10.53,0.02,8.00,0.00
Grandeur Product,539235,,Trading,155.95,27.23,26.47,1.79,1.09,6.91,-0.55,-11.92,,0.00,392.29,1.48,378.00,0.00
Granules India,532482,GRANULES,Pharmaceuticals - Indian - Bulk Drugs,327.90,42.04,3351.79,3.00,0.39,3.74,25.39,27.37,14.57,0.46,8132.11,271.04,438.00,6.76
Graphite India,509488,GRAPHITE,Electrodes - Graphites,599.40,65.34,2159.00,2.94,0.05,2.58,0.96,-0.67,59.75,0.83,11711.78,244.16,1127.00,-304.55
Grasim Inds,500300,GRASIM,Textiles - Manmade,1651.40,42.09,83262.18,1.25,1.19,1.66,11.15,7.14,18.44,0.30,108719.37,4965.64,1694.30,13.76
Gratex Industrie,526751,,Paper,9.05,62.22,2.13,9.95,0.03,0.88,1.88,0.65,,0.00,2.74,0.00,18.00,0.00
Grauer & Weil,505710,GRAUWEIL,Chemicals,68.50,69.06,677.44,3.09,0.04,3.02,18.62,13.79,17.83,0.73,1555.28,254.03,85.50,16.48
Graviss Hospital,509546,,Hotels,15.65,74.78,25.12,3.57,0.08,0.62,-8.88,-8.16,,0.00,110.37,8.69,99.25,0.00
Gravita India,533282,GRAVITA,Mining / Minerals / Metals,201.35,73.00,1597.67,2.94,0.97,5.17,19.70,21.24,19.78,0.55,1392.14,19.86,221.45,14.48
Gravity (India),532015,,Textiles - Processing,4.25,23.67,2.88,4.35,0.14,0.34,-2.42,-2.57,,0.00,3.83,0.57,16.89,0.00
Greaves Cotton,501455,GREAVESCOT,Engines,136.65,55.63,1573.32,1.59,0.03,4.04,3.37,4.44,168.77,0.15,3159.44,280.34,184.40,-24.60
Greencrest Finan,531737,,Finance & Investments,5.68,1.25,4.32,33.16,0.01,0.41,1.29,0.95,21.40,0.00,20.76,2.02,730.00,0.00
Greenlam Industr,538979,GREENLAM,Miscellaneous,1400.70,54.90,1375.36,2.06,0.43,5.90,15.51,13.73,34.38,0.36,3399.52,18.73,1524.95,16.36
Greenpanel Inds.,542857,GREENPANEL,Miscellaneous,336.95,53.10,1238.92,1.82,0.61,5.66,11.82,10.25,30.61,0.00,4133.77,71.99,355.00,0.00
Greenply Industr,526797,GREENPLY,Miscellaneous,185.15,52.22,1293.40,2.01,0.46,5.20,15.24,15.10,29.84,0.22,2274.25,127.98,335.43,8.04
Gretex Corporate,543324,,Miscellaneous,203.00,73.48,2.98,1.92,0.40,3.68,11.14,9.58,48.11,0.00,23.09,0.29,210.00,0.00
Gretex Industrie,538378,GRETEX,Textiles - Products,11.20,52.99,9.62,4.94,0.01,1.36,-5.14,-8.79,,0.00,4.72,0.57,25.00,0.00
Grindwell Norton,506076,GRINDWELL,Abrasives And Grinding Wheels,1464.25,58.08,1844.83,1.67,0.00,11.88,23.34,18.74,58.95,0.65,16209.96,129.94,1510.70,43.98
GRM Overseas,531449,,Food - Processing - Indian,1046.40,70.84,901.67,4.18,1.40,9.34,22.68,40.48,21.82,0.64,1255.68,5.24,1156.40,21.69
Grob Tea Co,538367,GROBTEA,Tea,1292.75,74.92,106.80,4.02,0.04,2.00,42.05,45.87,5.99,0.23,150.26,14.57,2627.60,1.25
Grovy India,539522,,Construction,53.35,74.72,16.80,105.87,0.57,1.27,9.12,14.67,11.87,0.19,13.41,0.50,53.35,2.08
GRP,509152,GRPLTD,Miscellaneous,961.45,41.74,331.20,4.77,0.54,0.97,2.42,0.56,19.60,0.26,128.00,13.83,2020.00,19.76
GSB Finance,511543,,Finance & Investments,9.48,55.32,1.42,6.71,0.26,0.49,5.74,2.52,18.34,0.00,5.68,0.45,35.30,0.00
GSL Securities,530469,,Finance & Investments,5.48,40.95,0.28,49.27,0.00,0.31,-0.17,-0.35,,0.00,1.78,4.75,13.99,0.00
GSS Infotech,532951,GSS,Computers - Software - Medium / Small,85.65,18.55,115.18,4.22,0.17,1.07,-0.90,-2.65,,0.00,144.98,18.42,869.00,0.00
GTL,500160,GTL,Telecommunications - Equipment,15.10,32.41,221.38,0.01,,,,,7.70,0.00,236.74,8.09,488.80,0.00
GTL Infra.,532775,GTLINFRA,Telecommunications - Equipment,1.75,3.36,1427.59,0.29,,,-1.93,,,0.00,2182.18,439.02,106.50,0.00
GTN Industries,500170,GTNIND,Textiles - Cotton/Blended,20.30,74.34,363.90,2.47,3.75,0.78,7.53,-12.74,37.88,0.00,35.61,11.75,91.20,0.00
GTN Textiles,532744,GTNTEX,Textiles - Cotton/Blended,8.99,63.36,49.92,1.30,1.67,0.25,-9.23,-59.23,,0.00,10.54,2.03,84.00,0.00
GTPL Hathway,540602,GTPL,Entertainment / Electronic Media Software,296.75,75.00,2573.31,0.64,0.19,3.79,32.32,24.34,17.15,1.35,3338.47,144.68,313.90,23.91
GTV Engineering,539479,,Electric Equipment,25.40,67.48,62.26,1.20,0.25,0.31,3.22,2.22,12.59,0.00,7.93,8.99,40.80,0.00
Gufic BioScience,509079,GUFICBIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,198.60,65.13,669.60,1.86,0.35,11.10,29.06,29.21,25.43,0.05,1929.21,13.18,232.00,2.19
Guj Apollo Inds,522217,GUJAPOLLO,Engineering,214.85,57.88,60.20,23.39,0.12,0.48,15.21,8.69,,0.93,251.21,102.03,309.80,5.67
Guj Inds. Power,517300,GIPCL,Power Generation And Supply,95.30,55.69,1295.45,3.28,0.16,0.50,9.55,6.48,9.10,2.83,1440.63,286.34,185.90,22.29
Guj Pipavav Port,533248,GPPL,Miscellaneous,111.60,44.01,734.11,3.99,0.02,2.41,14.51,9.79,25.26,4.03,5397.69,725.37,262.00,98.02
Guj. Ambuja Exp,524226,GAEL,Solvent Extraction,171.60,63.84,4902.03,3.83,0.10,2.36,27.76,22.70,9.49,0.35,3933.08,97.85,201.65,4.07
Guj. Containers,513507,,Packaging,58.95,57.99,106.59,7.12,1.66,2.29,18.02,21.78,8.90,0.00,33.30,0.64,58.95,0.00
Guj. Craft Inds,526965,,Textiles - Manmade,74.00,73.83,159.77,4.05,0.84,0.88,9.69,9.03,8.91,0.00,36.17,0.87,82.90,0.00
Guj. Credit Corp,511441,,Finance & Investments,9.30,31.61,0.00,0.86,1.41,1.87,0.33,-1.52,,0.00,23.26,0.01,44.65,0.00
Guj. Lease Fin.,500174,GLFL,Finance & Investments,3.11,45.67,0.00,17.29,,,-7.60,,,0.00,7.45,5.85,25.65,0.00
Guj. Petrosynth.,506858,,Plastics Products,45.00,49.65,25.33,10.72,0.00,0.61,-0.46,0.53,28.89,0.00,26.87,6.92,82.00,0.00
Guj. Raffia Inds,523836,GUJRAFFIA,Packaging,37.60,39.26,36.35,5.38,0.17,1.13,6.51,6.04,16.23,0.00,20.45,4.65,86.95,0.00
Guj. Sidhee Cem.,518029,GSCLCEMENT,Cement - North India,50.15,69.70,632.03,1.38,0.09,1.01,11.09,6.85,11.95,0.00,446.37,82.35,62.60,0.00
Guj. State Fin.,532160,GUJSTATFIN,Finance - Term-Lending Institutions,7.33,83.95,0.96,0.00,,,,,,0.00,65.32,1.26,32.45,0.00
Guj. Terce Labs.,524314,,Pharmaceuticals - Indian - Formulations,14.50,35.85,30.14,1.63,0.62,1.40,-15.09,-24.93,,0.00,10.76,1.29,49.95,0.00
Guj. Themis Bio.,506879,GUJTHEMIS,Pharmaceuticals - Indian - Bulk Drugs,579.25,74.99,107.34,5.28,0.07,12.03,66.90,53.81,22.42,0.00,841.58,27.64,692.00,0.00
Guj.Nat.Resour.,513536,,Steel - Medium / Small,11.42,18.50,8.20,4.33,0.26,0.78,-2.54,-4.47,,0.00,72.80,6.28,240.95,0.00
Guj.St.Petronet,532702,GSPL,Miscellaneous,316.90,37.63,13454.99,0.79,0.30,2.80,37.58,28.50,9.44,0.63,17888.22,408.92,383.00,7.02
Gujarat Alkalies,530001,GUJALKALI,Chlor Alkali / Soda Ash,809.10,46.28,2676.31,1.89,0.09,1.11,4.69,3.33,30.15,0.99,5942.04,356.98,935.00,35.45
Gujarat Cotex,514386,GUJCOTEX,Trading,1.56,48.17,8.18,1.61,0.09,0.38,4.28,4.36,11.72,0.00,2.23,0.06,25.01,0.00
Gujarat Fluoroch,542812,FLUOROCHEM,Chemicals,2090.95,67.65,3003.67,3.09,0.45,6.58,11.37,-6.02,,0.00,22979.32,21.71,2159.95,0.00
Gujarat Gas,539336,GUJGASLTD,Miscellaneous,621.30,60.89,11782.20,0.68,0.22,9.48,33.96,32.71,25.23,0.32,42769.68,320.96,786.65,10.78
Gujarat Hotels,507960,,Hotels,155.75,53.70,1.00,1.90,0.00,1.70,7.92,6.68,30.12,1.16,59.03,0.53,287.00,29.96
Gujarat Hy-Spin,540938,,Textiles - Cotton/Blended,7.50,64.92,49.77,7.21,1.09,0.66,8.22,0.58,114.20,0.00,12.56,0.66,12.00,0.00
Gujarat Intrux,517372,,Steel - Medium / Small,119.50,57.61,33.43,14.45,0.00,0.80,10.75,7.75,12.40,2.51,41.05,21.08,164.70,26.61
Gujarat Investa,531341,,Finance & Investments,5.40,58.07,0.38,39.33,0.00,0.39,0.57,0.29,45.05,0.00,4.05,0.02,28.10,0.00
Gujarat Metallic,531881,,Trading,19.95,34.49,0.00,0.00,0.00,0.26,-0.37,-2.00,,0.00,3.95,0.02,644.00,0.00
Gujarat Poly,517288,,Electronics - Components,15.00,59.80,15.85,0.89,0.29,33.75,,,7.21,0.00,12.83,2.80,47.65,0.00
Gujchem Distill,506640,,Chemicals,177.50,56.88,0.00,23.40,0.00,0.73,2.30,2.30,41.10,0.00,2.88,0.24,378.00,0.00
Gulf Oil Lubric.,538567,GULFOILLUB,Chemicals,586.75,71.97,1828.40,3.26,0.24,3.40,25.46,24.44,13.84,2.73,2952.30,495.60,1100.00,40.22
Gulshan Polyols,532457,GULPOLY,Chemicals,281.90,68.20,883.65,2.33,0.00,3.52,25.34,17.85,15.79,0.35,1317.45,18.55,299.95,7.51
Gyan Developers,530141,,Construction,3.70,64.85,0.00,4.72,0.00,0.28,-1.75,-2.00,,0.00,1.11,0.12,60.14,0.00
Gyscoal Alloys,533275,GAL,Steel - Medium / Small,2.48,60.24,16.92,0.46,3.17,,-121.39,,,0.00,38.75,0.16,15.80,0.00
H D F C,500010,HDFC,Finance - Housing,2749.00,0.00,140071.04,0.13,2.86,3.18,9.23,13.25,24.65,0.84,497186.53,3035.47,2896.00,22.14
H D I L,532873,HDIL,Construction,4.70,,414.19,0.53,0.13,,-7.16,-11.90,,0.00,223.77,5.22,1113.78,0.00
H P C L,500104,HINDPETRO,Refineries,319.10,54.90,267957.92,0.83,1.15,1.19,19.41,30.99,4.35,7.13,45265.88,574.92,493.00,30.99
H P Cotton Tex,502873,,Textiles - Cotton/Blended,97.40,63.87,110.11,1.56,0.89,1.66,20.78,17.36,6.62,0.00,37.11,3.40,112.00,0.00
H T Media,532662,HTMEDIA,Entertainment / Electronic Media Software,26.30,69.51,1194.08,0.70,0.40,0.29,-1.41,-3.34,,0.00,613.27,120.17,233.78,0.00
H U D C O,540530,HUDCO,Finance - Housing,44.85,89.81,7251.66,1.06,4.62,0.68,9.45,12.37,5.04,4.85,8978.52,1427.40,102.35,27.65
H. S. India,532145,,Hotels,6.50,41.29,11.94,16.24,0.73,0.39,0.46,-5.18,,0.00,10.55,6.43,84.00,0.00
H.G. Infra Engg.,541019,HGINFRA,Construction,685.65,74.53,3231.78,2.29,0.72,4.21,25.65,25.15,14.04,0.12,4461.43,262.61,720.00,2.20
Halder Venture,539854,,Trading,995.75,65.68,806.34,35.63,4.29,7.04,17.65,39.03,11.60,0.10,314.73,3.26,1105.00,0.00
Haldyn Glass,515147,,Glass & Glass Products,41.05,56.73,195.44,3.85,0.02,1.53,10.36,5.24,17.42,1.46,220.65,38.06,54.95,43.12
Hanman Fit,538731,,Miscellaneous,1.84,56.00,0.55,1.07,0.12,0.45,-38.08,-42.52,,0.00,1.93,0.03,51.43,0.00
Happiest Minds,543227,HAPPSTMNDS,Computers - Software - Medium / Small,1388.30,53.25,814.35,2.69,0.35,37.30,34.49,39.87,133.53,0.22,20351.41,138.87,1580.80,26.28
Hardcast.& Waud,509597,,Miscellaneous,279.00,73.47,3.55,1.54,0.00,0.54,1.63,0.03,29.64,0.00,18.97,0.17,1387.00,0.00
Hardwyn India,541276,,Trading,75.60,74.85,57.74,5.08,0.00,7.41,22.34,14.81,50.07,0.00,77.11,0.00,84.50,0.00
Haria Exports,512604,HARIAEXPO,Textiles - Products,5.65,29.49,0.00,483.50,0.00,0.48,8.40,8.25,6.52,0.00,6.52,0.16,69.58,0.00
Harish Textile,542682,,Engineering,60.05,72.18,96.84,0.87,3.12,2.20,14.75,21.30,5.71,0.00,20.04,0.61,68.00,0.00
Hariyana Ship,526931,,Miscellaneous,113.45,74.95,174.13,1.06,0.00,0.52,12.81,7.55,5.50,0.00,70.00,42.23,147.40,0.00
Harri. Malayalam,500467,HARRMALAYA,Tea,188.90,54.12,482.90,0.64,0.83,3.04,26.76,41.69,7.01,0.00,349.17,2.15,250.00,0.00
Haryana Capfin,532855,,Finance & Investments,42.35,70.78,1.75,1.11,0.00,0.24,1.46,1.06,26.91,0.00,22.06,0.05,133.40,0.00
Haryana Leather,524080,,Chemicals,44.00,41.57,32.61,5.82,0.00,6.40,6.64,4.79,13.68,0.00,21.61,13.04,70.00,0.00
Hasti Finance,531387,,Finance & Investments,4.85,45.65,1.91,2.97,0.00,0.25,1.29,2.63,12.23,0.00,5.26,0.00,81.50,0.00
Hathway Bhawani,509073,,Entertainment / Electronic Media Software,20.80,65.30,4.24,0.13,0.00,20.80,164.57,389.09,18.11,0.00,16.84,0.14,46.05,0.00
Hathway Cable,533162,HATHWAY,Entertainment / Electronic Media Software,25.95,75.00,1753.53,0.95,0.00,1.15,5.33,5.16,19.07,0.00,4593.42,330.62,77.12,0.00
Hatsun Agro,531531,HATSUN,Food - Processing - Indian,1461.10,74.07,5835.17,1.83,1.59,30.83,19.16,25.76,126.80,0.41,31519.85,39.25,1525.95,70.01
Havells India,517354,HAVELLS,Electric Equipment,1383.05,59.47,11583.87,1.89,0.10,16.73,29.20,21.16,71.19,0.47,86579.81,1652.79,1482.70,38.96
Hawa Engineers,539176,,Engineering,53.00,55.97,59.70,1.86,0.62,1.28,10.54,5.60,10.50,0.00,18.69,4.56,95.80,0.00
Hawkins Cookers,508486,HAWKINCOOK,Domestic Appliances,6162.55,56.03,819.11,1.94,0.21,18.35,57.19,50.83,35.70,1.46,3259.99,167.08,6590.00,52.48
Haz.Multi Proj.,532467,,Construction,20.80,0.00,35.00,1.22,0.00,0.95,4.81,3.06,301.66,0.00,21.12,5.43,71.26,0.00
HB Estate Devel.,532334,,Construction,13.85,69.11,28.15,1.91,0.81,0.10,-3.85,-10.93,,0.00,26.95,21.81,152.75,0.00
HB Leasing &Fin.,508956,,Finance & Investments,2.89,38.13,0.34,3.56,0.10,1.54,-1.69,-1.90,,0.00,3.19,0.08,54.40,0.00
HB Portfolio,532333,,Finance & Investments,32.45,61.45,24.04,2.70,0.00,0.23,3.38,2.53,5.36,0.00,34.93,5.16,129.62,0.00
HB Stockholdings,532216,HBSL,Finance & Investments,41.95,53.22,21.46,1.41,0.00,0.56,27.94,28.18,1.51,0.00,30.02,1.30,52.10,0.00
HBL Power System,517271,HBLPOWER,Dry Cells,50.85,58.60,1021.93,3.88,0.09,1.80,4.43,2.20,36.82,0.69,1409.54,68.24,76.50,70.65
HCKK Ventures,539224,,Trading,36.35,66.70,0.11,122.67,0.00,3.27,-2.27,-0.45,674.50,0.00,13.49,2.33,50.20,0.00
HCL Infosystems,500179,HCL-INSYS,Computers - Hardware,14.01,62.89,274.67,0.89,,,-37.54,,,0.00,460.90,44.49,297.77,0.00
HCL Technologies,532281,HCLTECH,Computers - Software - Large,1302.25,60.33,77605.00,2.18,0.11,5.90,25.70,19.78,30.95,0.92,353413.77,8888.00,1377.75,24.36
HDFC AMC,541729,HDFCAMC,Finance & Investments,2913.80,73.88,1948.12,0.65,0.00,13.00,39.93,30.11,45.39,1.17,62128.33,2.35,3844.00,54.61
HDFC Bank,500180,HDFCBANK,Banks - Private Sector,1634.35,25.89,128454.55,2.12,7.20,4.31,6.31,16.47,27.58,0.40,905267.64,121272.53,1650.00,11.26
HDFC Life Insur.,540777,HDFCLIFE,Finance & Investments,717.05,53.84,71731.53,0.78,0.07,16.79,17.69,15.37,122.92,0.28,145028.52,1099.26,775.65,30.00
Health.Global,539787,HCG,Healthcare,244.15,68.41,1143.12,1.43,1.50,4.69,-0.95,-21.91,,0.00,3061.43,40.85,353.80,0.00
HEC Infra Proj.,532533,HECPROJECT,Construction,42.00,73.41,37.54,3.23,1.08,1.48,4.94,1.08,137.35,0.00,42.58,4.07,42.00,0.00
Heera Ispat,526967,,Steel - Medium / Small,3.10,18.03,0.00,0.21,0.00,,-7.95,-48.80,,0.00,1.82,0.03,20.30,0.00
HEG,509631,HEG,Electrodes - Graphites,2453.15,59.62,1436.64,4.37,0.09,2.71,-1.89,-2.09,386.10,0.12,9470.95,550.58,4955.00,-64.55
Heidelberg Cem.,500292,HEIDELBERG,Cement - North India,254.95,69.39,2264.91,1.25,0.20,3.87,24.94,22.27,17.28,3.14,5784.38,431.65,284.95,57.56
Helpage Finlease,539174,,Finance & Investments,12.00,32.62,2.94,1.56,2.13,0.90,6.16,3.60,22.51,0.00,11.93,0.48,39.70,0.00
Hemang Resources,531178,,Trading,3.58,63.65,0.10,0.77,,,-20.77,-236.62,,0.00,4.73,3.81,63.73,0.00
Hemisphere Prop,543242,HEMIPROP,Construction,139.10,51.12,0.00,0.21,0.11,,-2.48,-2.26,,0.00,3961.51,139.09,201.80,0.00
Hemo Organic,524590,,Chemicals,9.15,16.85,0.01,0.69,0.57,45.30,-43.48,-52.63,,0.00,3.17,0.01,140.40,0.00
Heranba Inds,543266,HERANBA,Pesticides / Agrochemicals - Indian,790.45,74.15,1218.65,2.57,0.10,5.99,45.26,36.26,20.53,0.09,3160.70,84.78,945.00,4.41
Hercules Hoists,505720,HERCULES,Engineering,152.35,69.61,93.00,4.75,0.00,0.99,2.35,1.90,51.05,0.98,488.01,4.76,414.04,61.86
Heritage Foods,519552,HERITGFOOD,Food - Processing - Indian,463.40,39.49,2482.36,1.46,0.11,3.63,31.09,28.59,25.66,1.08,2148.45,23.56,888.95,15.47
Hero Motocorp,500182,HEROMOTOCO,Automobiles - Motorcycles / Mopeds,2856.65,34.76,33492.91,0.83,0.04,3.70,24.18,18.73,18.32,3.15,57053.13,396.24,4200.00,71.90
Hester Bios,524669,HESTERBIO,Pharmaceuticals - Indian - Formulations,2494.30,53.73,234.67,4.07,0.46,9.29,18.34,17.05,49.15,0.40,2123.35,21.27,3180.00,24.72
Hexa Tradex,534328,HEXATRADEX,Trading,171.55,62.47,0.43,0.90,0.00,0.78,1.41,1.31,150.61,0.00,927.78,0.10,235.20,0.00
HFCL,500183,HFCL,Engineering - Turnkey Services,78.70,42.05,4930.07,1.79,0.49,5.30,19.66,13.50,32.50,0.19,10016.04,306.44,95.70,0.00
HG Industries,513723,HIMGRANITE,Miscellaneous,73.75,74.91,0.60,10.83,0.00,19.75,-0.58,-0.58,227.84,0.00,34.18,0.38,101.40,0.00
Hi-Tech Pipes,532601,HITECH,Steel - Medium / Small,583.55,60.96,1572.02,5.94,1.58,3.37,12.61,12.18,21.71,0.00,676.69,16.93,760.00,0.00
Hi-Tech Winding,541627,,Paper,4.14,9.17,2.20,8.13,0.00,0.49,0.24,0.24,,0.00,2.01,0.07,30.00,0.00
High Energy Bat.,504176,,Electric Equipment,1899.60,40.97,84.70,5.17,0.83,8.12,43.83,55.82,16.12,0.53,340.02,6.54,2921.50,14.62
High Street Fila,531301,,Trading,11.30,24.44,0.02,0.35,0.00,0.40,-11.83,-11.83,,0.00,0.73,0.00,117.50,0.00
Hikal,524735,HIKAL,Pharmaceuticals - Indian - Bulk Drugs,515.65,68.77,1824.45,2.83,0.65,6.81,16.14,15.22,37.69,0.39,6358.01,36.81,742.00,18.52
Hil Ltd,509675,HIL,Cement Products,5257.15,40.83,3334.12,1.57,0.41,3.96,25.32,29.96,12.78,0.76,3948.44,130.15,6758.05,11.58
Hiliks Technolog,539697,,Computers - Software - Medium / Small,16.30,9.84,12.76,0.17,0.00,1.45,4.72,4.41,18.82,0.00,8.28,0.42,25.85,0.00
Hilton Met.Forg.,532847,HILTON,Castings & Forgings,13.07,50.34,52.79,8.36,1.33,0.38,-18.84,-37.00,,0.00,16.12,0.98,80.00,0.00
Him Teknoforg.,505712,,Auto Ancillaries,118.95,54.56,296.91,4.68,0.98,0.61,8.19,3.46,7.76,0.34,93.57,2.32,414.60,6.03
Himachal Fibres,514010,,Textiles - Cotton/Blended,4.56,54.54,18.21,1.45,0.79,1.52,-4.50,-16.12,,0.00,39.33,0.07,72.90,0.00
Himadri Special,500184,HSCL,Chemicals,51.15,45.43,1961.34,5.07,0.40,1.20,4.12,2.69,28.75,0.29,2143.00,137.71,197.00,13.23
Himalaya Food,526899,,Food - Processing - Indian,17.70,50.53,59.96,3.37,2.91,1.65,0.60,4.14,18.00,0.00,102.44,1.08,47.45,0.00
Himatsing. Seide,514043,HIMATSEIDE,Textiles - Products,283.25,47.57,2894.32,2.00,1.97,2.12,3.69,-3.99,19.21,0.18,2768.40,126.22,444.35,-9.22
Hind Aluminium,531979,,Aluminium and Aluminium Products,39.00,62.12,78.77,3.90,0.47,0.39,-6.98,-19.12,,0.00,24.57,5.00,174.90,0.00
Hind Rectifiers,504036,HIRECT,Electronics - Components,187.00,42.25,330.93,3.36,0.84,3.10,8.97,5.46,47.68,0.21,310.40,1.62,269.95,12.38
Hind. Unilever,500696,HINDUNILVR,Personal Care - Multinational,2645.65,61.90,48491.00,1.04,0.00,13.04,39.21,29.23,74.85,1.17,621560.75,4471.00,2859.30,119.04
Hind.Adhesive,514428,,Packaging,280.20,68.48,255.53,2.71,1.93,3.31,17.00,22.43,15.87,0.00,143.47,3.92,333.00,0.00
Hind.Aeronautics,541154,HAL,Engineering,1364.15,75.15,22633.63,1.55,0.00,2.96,26.22,22.61,13.89,2.20,45622.23,7177.35,1486.95,30.97
Hind.Bio Science,532041,,Pharmaceuticals - Indian - Bulk Drugs & Formln,3.89,12.19,0.67,3.28,1.43,3.07,-23.75,-53.11,,0.00,3.99,0.02,31.45,0.00
Hind.Composites,509635,HINDCOMPOS,Auto Ancillaries,329.65,74.97,203.32,2.74,0.00,0.60,2.24,1.86,22.89,0.61,488.05,2.19,803.34,14.96
Hind.Construct.,500185,HCC,Construction,10.56,34.71,9024.30,1.36,,,11.36,,150.91,0.00,1586.07,1261.62,125.08,0.00
Hind.Ever.Tools,505725,,Trading,1281.70,65.85,7.22,3.83,0.00,10.24,12.54,10.08,45.96,0.00,206.35,0.36,1281.70,0.00
Hind.Fluoro Carb,524013,,Petrochemicals,9.89,60.87,0.72,0.19,,,-88.24,,,0.00,19.38,0.21,50.00,0.00
Hind.Natl.Glass,515145,HINDNATGLS,Glass & Glass Products,35.15,70.72,2029.05,0.95,,,-3.84,,,0.00,317.39,167.54,360.26,0.00
Hind.Oil Explor.,500186,HINDOILEXP,Oil Drilling / Allied Services,207.10,0.00,120.30,2.15,0.35,3.74,4.52,4.82,71.30,0.00,2738.76,71.51,399.25,0.00
Hind.Organ.Chem.,500449,HOCL,Chemicals,42.80,58.78,349.63,1.74,16.24,9.29,8.35,8.45,,0.00,287.48,148.40,107.70,0.00
Hind.Tin Works,530315,HINDTINWRK,Packaging,127.60,40.24,378.15,5.61,0.54,0.80,12.09,9.23,6.93,0.94,132.71,3.64,150.00,8.57
Hind.Urban Infra,539984,,Cables - Power,5226.05,74.91,648.18,2.29,0.61,1.67,4.98,-0.23,60.57,0.00,754.06,22.33,6140.55,0.00
Hindalco Inds.,500440,HINDALCO,Aluminium and Aluminium Products,487.70,34.64,148060.00,1.41,1.01,1.65,7.42,5.33,16.54,0.62,109533.97,8809.00,509.45,19.12
Hindcon Chemical,535053,HINDCON,Chemicals,67.25,67.88,44.28,5.53,0.03,1.90,18.40,13.11,15.33,2.23,68.85,10.32,81.90,25.44
Hindoo. Mills,509895,,Textile Machinery,317.50,60.65,79.45,3.02,0.00,0.90,8.01,7.04,11.21,0.00,52.70,13.56,638.00,0.00
Hindprakash Indu,535353,HPIL,Dyes And Pigments,54.00,72.37,90.08,8.75,0.27,1.54,9.92,6.80,23.36,1.85,56.29,0.17,55.00,43.15
